Age,Annual Income,Employment Status,Loan Amount,Existing Debts,Credit Utilization Ratio,Number of Credit Accounts,Payment History,Credit History Length,Number of Late Payments,Debt-to-Income Ratio,Loan Purpose,Creditworthy
64,69404,Employed,38599,80351,0.42,12,0.93,45.3,1,0.27,Debt Consolidation,1
29,27708,Employed,11818,33223,0.45,5,0.93,6.6,1,0.25,Debt Consolidation,1
23,46362,Employed,25201,53014,0.33,11,0.88,3.6,2,0.27,Education,0
33,32778,Employed,7984,28250,0.51,12,0.82,5.7,3,0.16,Debt Consolidation,1
41,40382,Employed,9592,36171,0.58,1,0.77,9.4,4,0.16,Home Improvement,0
44,39862,Employed,1750,36316,0.39,4,0.93,15.9,1,0.12,Business,0
39,38606,Employed,14762,39961,0.31,8,0.99,2.4,0,0.22,Debt Consolidation,1
46,26171,Employed,6594,29890,0.51,1,0.82,7.9,3,0.2,Major Purchase,1
26,45989,Unemployed,14730,24596,0.7,11,0.82,2.4,3,0.14,Major Purchase,0
59,37037,Self-Employed,8171,18511,0.65,15,0.82,1.6,3,0.11,Business,0
41,15000,Employed,8491,8288,0.57,18,0.77,12.8,4,0.2,Major Purchase,0
55,136828,Employed,97624,98972,0.22,1,0.94,21.2,1,0.26,Home Improvement,1
46,84489,Employed,51570,78619,0.3,11,0.98,11.4,0,0.26,Education,0
47,40613,Employed,19987,42425,0.29,2,0.94,8.5,1,0.24,Business,1
48,49484,Employed,30814,27089,0.52,1,0.87,19.9,2,0.22,Home Improvement,1
47,27287,Unemployed,21155,11898,1.07,12,0.5,4.8,9,0.24,Home Improvement,0
49,114446,Employed,63405,135048,0.36,16,0.99,16.6,0,0.27,Education,0
57,126581,Employed,63653,34783,0.22,10,0.99,30.2,0,0.15,Education,1
44,53015,Employed,11210,14123,0.26,18,0.84,5.1,3,0.08,Auto,0
50,81778,Employed,60380,70205,0.33,15,0.93,24.4,1,0.28,Education,1
40,53511,Employed,37255,11536,0.7,17,0.91,17.0,1,0.19,Auto,0
59,25125,Employed,10005,12042,0.42,10,0.93,3.4,1,0.15,Education,0
33,39898,Employed,23294,13998,0.37,3,1.0,1.3,0,0.18,Home Improvement,1
63,52363,Self-Employed,31825,10600,0.74,16,0.91,43.9,1,0.17,Debt Consolidation,0
41,39054,Employed,23692,27167,0.44,6,0.78,5.3,4,0.23,Auto,0
24,43944,Self-Employed,16705,19696,0.56,3,0.77,5.1,4,0.15,Debt Consolidation,1
43,46830,Self-Employed,36937,25975,0.63,9,1.0,14.5,0,0.26,Major Purchase,1
33,47077,Employed,34791,11064,0.48,11,0.93,4.7,1,0.21,Business,0
52,50318,Self-Employed,10701,46364,0.62,13,0.72,5.3,5,0.16,Education,0
34,28845,Employed,15666,10893,0.47,2,0.83,8.5,3,0.18,Major Purchase,1
36,34251,Unemployed,18777,14086,0.81,10,0.71,7.9,5,0.18,Education,0
19,25789,Unemployed,16801,7803,0.76,6,0.71,1.0,5,0.19,Debt Consolidation,0
36,79930,Employed,6239,41666,0.27,12,0.99,16.4,0,0.08,Education,1
18,17105,Employed,3346,9515,0.6,8,0.82,0.8,3,0.11,Debt Consolidation,1
22,87272,Employed,67391,55469,0.61,6,0.98,1.8,0,0.26,Home Improvement,0
51,98044,Unemployed,75894,113836,0.87,4,0.91,29.1,1,0.33,Home Improvement,0
51,42146,Employed,20138,45754,0.74,8,0.71,27.7,5,0.24,Auto,0
47,15000,Employed,2665,10969,0.41,13,0.93,27.0,1,0.13,Home Improvement,1
30,40918,Employed,5038,1910,0.68,10,0.67,6.0,6,0.04,Home Improvement,0
41,47472,Unemployed,21071,34878,0.86,2,0.81,17.9,3,0.19,Debt Consolidation,0
41,29575,Employed,18500,3182,0.35,8,0.88,14.0,2,0.16,Home Improvement,0
28,37888,Employed,12560,32295,0.68,6,0.99,3.8,0,0.18,Debt Consolidation,0
60,105355,Employed,54694,49315,0.25,16,0.94,41.8,1,0.18,Debt Consolidation,1
52,68354,Employed,1733,68711,0.29,18,0.84,2.3,3,0.13,Auto,0
39,30875,Employed,3921,34920,0.4,17,0.88,4.2,2,0.17,Debt Consolidation,0
42,22052,Employed,12521,11037,0.37,6,0.83,21.5,3,0.2,Debt Consolidation,1
44,41626,Employed,13809,23005,0.54,13,0.92,2.5,1,0.15,Debt Consolidation,0
18,44058,Unemployed,14686,31200,0.98,7,0.8,0.9,3,0.16,Education,0
39,62824,Employed,4498,14861,0.42,14,0.93,15.3,1,0.05,Business,1
33,37509,Employed,10316,41739,0.74,14,0.99,1.5,0,0.2,Major Purchase,1
29,63306,Employed,5717,32893,0.24,10,1.0,5.3,0,0.08,Auto,1
38,129001,Self-Employed,5854,25023,0.53,10,0.99,15.3,0,0.03,Home Improvement,1
63,73699,Unemployed,35626,67454,0.73,11,0.81,26.7,3,0.23,Debt Consolidation,0
49,47856,Employed,15358,12585,0.48,13,0.99,29.1,0,0.11,Debt Consolidation,1
35,44731,Employed,22857,7704,0.44,12,0.99,14.9,0,0.14,Education,1
48,41013,Employed,3513,27701,0.36,9,0.88,10.6,2,0.1,Home Improvement,0
58,88461,Employed,5960,71281,0.27,4,0.99,4.3,0,0.11,Education,1
53,35822,Employed,4515,24483,0.34,7,0.88,33.1,2,0.11,Debt Consolidation,0
42,50141,Employed,27576,39501,0.6,2,0.92,12.9,1,0.23,Debt Consolidation,1
34,50291,Employed,27373,6971,0.43,7,0.99,2.1,0,0.15,Debt Consolidation,1
50,38143,Unemployed,19700,21787,0.75,9,0.91,26.3,1,0.19,Auto,0
46,24680,Employed,11772,10573,0.46,5,0.88,24.4,2,0.17,Debt Consolidation,0
52,57612,Employed,35935,67292,0.69,15,0.82,22.1,3,0.29,Education,1
49,47548,Employed,20412,2831,0.25,18,0.98,14.4,0,0.11,Debt Consolidation,1
54,62951,Employed,33224,22533,0.54,4,0.82,24.2,3,0.17,Home Improvement,0
35,37541,Employed,27523,42429,0.32,3,0.99,12.3,0,0.31,Debt Consolidation,1
57,90256,Employed,5231,106519,0.41,7,0.88,34.9,2,0.16,Debt Consolidation,1
44,31622,Employed,20532,31301,0.39,8,0.93,24.9,1,0.27,Debt Consolidation,1
66,115383,Retired,8521,10522,0.59,17,0.87,25.2,2,0.03,Debt Consolidation,1
33,20459,Unemployed,10127,13781,0.63,13,0.67,12.2,6,0.2,Debt Consolidation,0
62,60924,Employed,12349,29252,0.34,11,0.99,42.5,0,0.11,Business,1
44,62175,Employed,33768,60169,0.59,1,0.98,4.8,0,0.25,Debt Consolidation,1
34,32932,Employed,9268,2174,0.55,2,0.87,1.3,2,0.08,Debt Consolidation,0
36,60608,Employed,30632,14336,0.59,1,0.77,15.8,4,0.15,Education,1
38,92944,Employed,63985,54560,0.54,5,1.0,4.7,0,0.24,Education,1
47,16180,Self-Employed,8611,3060,0.5,6,0.92,2.2,1,0.15,Debt Consolidation,0
48,63030,Unemployed,20012,52394,0.86,7,0.56,5.6,8,0.18,Education,0
35,15000,Unemployed,7134,14773,0.9,12,0.86,7.1,2,0.23,Auto,0
41,30247,Employed,11387,25571,0.66,15,0.82,5.8,3,0.19,Debt Consolidation,1
67,110700,Employed,50725,58487,0.31,19,0.88,15.7,2,0.17,Home Improvement,1
62,36647,Employed,2548,38627,0.33,16,1.0,42.9,0,0.14,Debt Consolidation,1
47,27256,Employed,14988,4503,0.54,13,0.98,20.7,0,0.15,Debt Consolidation,0
42,44401,Employed,30193,13871,0.83,5,0.81,17.4,3,0.2,Major Purchase,1
43,137854,Self-Employed,62186,73430,0.42,3,0.88,3.3,2,0.17,Debt Consolidation,0
49,19617,Employed,15497,1443,0.63,3,0.92,23.0,1,0.2,Debt Consolidation,1
29,28979,Employed,7045,3327,0.64,3,0.72,8.4,5,0.07,Major Purchase,1
38,103643,Employed,20876,49430,0.45,14,0.98,13.5,0,0.11,Auto,1
21,124101,Unemployed,27819,140564,0.65,6,0.82,1.5,3,0.19,Education,0
46,46550,Employed,25609,50743,0.68,17,0.77,12.4,4,0.26,Education,0
49,26382,Self-Employed,8839,14751,0.54,4,0.77,26.4,4,0.15,Auto,1
36,139793,Employed,92732,21323,0.09,13,0.95,12.4,1,0.18,Auto,0
60,108795,Employed,39457,23252,0.56,8,0.99,31.0,0,0.11,Debt Consolidation,1
27,68835,Employed,52048,31186,0.64,3,0.87,5.7,2,0.24,Home Improvement,1
24,32656,Employed,19839,8232,0.37,5,0.93,3.2,1,0.18,Debt Consolidation,1
44,47833,Employed,11275,4762,0.42,2,0.88,20.0,2,0.07,Debt Consolidation,0
54,45243,Employed,35173,36580,0.82,15,0.91,3.4,1,0.28,Home Improvement,0
62,57839,Employed,15449,40356,0.69,2,0.57,29.9,8,0.15,Education,0
36,101265,Employed,44612,35397,0.42,11,0.88,18.0,2,0.15,Debt Consolidation,1
54,76092,Employed,16960,71125,0.41,13,0.88,28.3,2,0.17,Debt Consolidation,1
41,28604,Employed,5538,26633,0.86,10,0.86,7.4,2,0.16,Education,0
39,97562,Employed,51338,57483,0.54,3,0.99,6.6,0,0.2,Education,1
52,57329,Employed,29709,6640,0.43,5,0.88,23.0,2,0.14,Business,1
49,69115,Unemployed,3139,76176,0.94,3,0.75,27.9,4,0.14,Auto,1
23,102055,Employed,36446,81888,0.47,6,0.93,3.3,1,0.18,Major Purchase,1
59,28119,Employed,4794,8335,0.7,13,0.86,22.1,2,0.08,Education,0
58,48150,Employed,20103,35272,0.65,10,0.87,7.3,2,0.19,Education,0
34,37581,Employed,15436,18265,0.53,3,0.99,11.7,0,0.16,Business,1
46,22383,Unemployed,5602,17064,0.78,8,0.86,20.0,2,0.15,Business,1
47,58299,Employed,11418,33151,0.49,18,0.88,28.1,2,0.12,Auto,1
45,172090,Employed,97135,72820,0.51,3,1.0,8.8,0,0.19,Home Improvement,1
35,19534,Employed,12560,17249,0.5,8,1.0,13.1,0,0.26,Debt Consolidation,1
33,48235,Employed,21341,35523,0.55,8,0.92,7.1,1,0.19,Business,1
41,67526,Self-Employed,14846,6478,0.78,17,0.76,13.3,4,0.06,Auto,0
56,52132,Employed,7069,4089,0.56,8,0.82,31.2,3,0.04,Business,1
48,46324,Employed,9679,16954,0.35,10,0.93,7.4,1,0.09,Debt Consolidation,1
37,25601,Employed,14293,13217,0.6,2,0.87,7.2,2,0.2,Debt Consolidation,0
51,55071,Employed,34046,18188,0.33,12,0.93,25.7,1,0.19,Home Improvement,1
18,33577,Unemployed,3591,26248,1.02,7,0.6,0.6,7,0.12,Business,0
55,16400,Employed,9841,3839,0.81,6,0.86,4.3,2,0.17,Business,0
21,89080,Employed,28554,75269,0.25,2,0.99,1.9,0,0.18,Debt Consolidation,1
37,79157,Employed,34122,73440,0.72,5,0.86,11.6,2,0.21,Education,1
28,50303,Employed,19626,7504,0.41,7,0.88,9.2,2,0.11,Debt Consolidation,1
26,54969,Employed,38667,42928,0.49,8,0.98,2.3,0,0.26,Home Improvement,1
55,83881,Employed,52632,96775,0.4,3,0.99,30.0,0,0.29,Home Improvement,1
36,54839,Employed,34325,12688,0.62,1,0.99,3.2,0,0.18,Auto,0
46,77034,Employed,47106,84055,0.29,7,1.0,7.5,0,0.28,Business,1
41,42245,Employed,4486,30722,0.52,5,0.87,6.4,2,0.11,Debt Consolidation,1
47,94465,Unemployed,70080,66988,1.07,1,0.85,25.6,2,0.26,Home Improvement,0
42,57549,Employed,21161,3585,0.39,8,0.98,5.6,0,0.1,Education,1
26,54015,Employed,35973,48503,0.4,12,0.99,6.5,0,0.27,Debt Consolidation,0
53,25977,Employed,17875,14908,0.52,14,0.87,16.7,2,0.23,Major Purchase,1
36,56583,Employed,19376,48967,0.51,16,0.92,18.0,1,0.19,Business,0
23,32338,Employed,18416,31400,0.94,10,0.75,4.4,4,0.25,Debt Consolidation,0
36,35626,Self-Employed,20667,22392,0.85,15,0.61,13.6,7,0.21,Home Improvement,0
60,32607,Employed,23400,10315,0.54,15,0.92,36.7,1,0.21,Debt Consolidation,0
52,28764,Employed,5919,4886,0.56,10,0.77,21.9,4,0.07,Home Improvement,1
37,141830,Employed,56126,24075,0.18,5,0.99,16.2,0,0.12,Education,1
37,95384,Employed,23730,99229,0.52,12,0.87,5.7,2,0.18,Debt Consolidation,1
38,128050,Employed,19167,18536,0.33,7,0.99,2.9,0,0.05,Business,1
66,26596,Retired,18568,12277,0.88,3,0.86,29.9,2,0.22,Education,1
46,50798,Employed,35436,20376,0.35,2,0.98,12.7,0,0.22,Major Purchase,1
47,25674,Employed,7833,26662,0.72,6,0.76,12.9,4,0.2,Debt Consolidation,1
54,34618,Employed,6824,19843,0.46,9,0.83,19.4,3,0.12,Business,1
44,30975,Employed,1571,37037,0.68,10,1.0,10.0,0,0.16,Auto,1
38,91107,Employed,38068,80580,0.28,4,0.94,12.9,1,0.21,Debt Consolidation,1
39,40210,Employed,21122,41058,0.53,3,0.82,1.6,3,0.25,Debt Consolidation,1
41,83632,Employed,1583,9902,0.26,9,0.94,22.3,1,0.02,Business,1
41,66307,Employed,22963,20138,0.36,17,0.93,21.3,1,0.12,Home Improvement,1
50,155099,Employed,82276,20316,0.49,14,0.99,30.0,0,0.14,Home Improvement,1
42,23395,Employed,6691,13015,0.36,10,1.0,9.4,0,0.14,Business,1
50,92006,Employed,6126,79303,0.52,13,0.99,17.5,0,0.12,Debt Consolidation,1
41,86961,Employed,4762,17642,0.72,12,0.99,22.0,0,0.04,Home Improvement,1
42,30131,Employed,3786,4706,0.83,1,0.91,21.8,1,0.05,Education,1
18,81110,Employed,2542,59821,0.29,6,0.94,0.8,1,0.1,Education,1
52,57992,Employed,13813,16027,0.33,19,1.0,14.4,0,0.09,Debt Consolidation,1
46,43750,Self-Employed,17417,25164,0.48,19,0.83,16.2,3,0.16,Education,0
53,32468,Employed,17294,1991,0.74,6,0.76,28.0,4,0.14,Auto,1
18,34215,Employed,3799,27944,0.41,3,0.93,0.3,1,0.12,Education,1
67,136612,Retired,84775,81197,0.59,13,0.92,31.1,1,0.22,Education,0
40,49037,Employed,7923,38096,0.56,4,0.72,18.4,5,0.13,Debt Consolidation,0
55,72479,Employed,36453,23953,0.59,2,0.87,26.5,2,0.16,Business,1
29,33009,Employed,18441,11035,0.69,12,0.92,5.8,1,0.17,Home Improvement,1
49,33192,Employed,7938,31918,0.49,7,0.88,18.5,2,0.17,Major Purchase,0
29,84203,Employed,44921,72605,0.68,4,1.0,10.9,0,0.23,Debt Consolidation,0
34,24964,Employed,5388,17366,0.45,2,0.93,10.0,1,0.14,Home Improvement,1
64,39830,Employed,7022,30022,0.89,13,0.91,36.4,1,0.13,Debt Consolidation,1
39,49861,Employed,3627,5626,0.34,17,0.93,15.5,1,0.03,Education,1
44,51828,Employed,8247,53247,0.68,4,0.77,18.5,4,0.16,Debt Consolidation,0
52,44821,Employed,4643,41409,0.51,14,0.92,24.6,1,0.14,Auto,1
47,59749,Employed,23575,42337,0.68,13,0.82,13.7,3,0.18,Business,1
43,69315,Employed,21146,76406,0.44,3,0.93,12.4,1,0.21,Debt Consolidation,1
46,70779,Employed,23371,14323,0.32,18,1.0,13.6,0,0.1,Debt Consolidation,1
70,29944,Retired,9798,24672,0.52,14,0.92,2.7,1,0.18,Business,1
41,42528,Employed,27875,49143,0.52,15,0.92,6.3,1,0.3,Home Improvement,0
44,89088,Self-Employed,14792,33141,0.49,3,0.78,4.9,4,0.08,Home Improvement,1
54,76674,Unemployed,29492,1407,1.07,1,0.8,32.0,3,0.09,Debt Consolidation,0
55,24675,Employed,13467,21759,0.45,17,0.93,10.9,1,0.24,Home Improvement,1
56,58439,Employed,18717,489,0.34,3,0.73,6.1,5,0.08,Debt Consolidation,0
49,18231,Employed,5008,19088,0.39,14,0.88,4.6,2,0.19,Education,1
28,50184,Employed,19857,3390,0.39,3,0.98,7.3,0,0.1,Home Improvement,1
61,126612,Employed,72679,97914,0.5,13,0.92,1.3,1,0.23,Auto,0
28,30517,Employed,4733,13812,0.69,2,0.82,5.2,3,0.09,Debt Consolidation,0
45,32300,Self-Employed,19470,7881,0.62,14,0.92,4.1,1,0.17,Home Improvement,0
32,71826,Employed,20734,77421,0.42,5,0.99,12.0,0,0.2,Debt Consolidation,1
41,22665,Employed,14103,20296,0.9,3,0.8,22.1,3,0.26,Major Purchase,1
45,35725,Employed,15960,14594,0.45,19,0.78,25.9,4,0.16,Home Improvement,1
45,66053,Self-Employed,25951,22522,0.38,8,0.98,12.5,0,0.14,Debt Consolidation,1
47,35698,Employed,2952,31528,0.78,4,0.86,19.0,2,0.13,Debt Consolidation,0
61,43565,Employed,31766,43734,0.47,4,0.88,26.2,2,0.3,Debt Consolidation,0
47,71117,Employed,45515,61090,0.56,19,0.87,10.8,2,0.26,Debt Consolidation,0
39,60522,Self-Employed,46240,46479,0.39,11,0.88,9.9,2,0.28,Home Improvement,1
53,56016,Employed,25647,15320,0.72,1,0.86,3.2,2,0.14,Debt Consolidation,1
56,41375,Self-Employed,32288,42341,0.37,8,0.99,30.4,0,0.31,Major Purchase,1
27,58984,Employed,2774,53061,0.67,1,0.92,2.9,1,0.12,Debt Consolidation,1
49,46079,Employed,6059,28602,0.7,7,0.91,14.8,1,0.11,Auto,1
50,61629,Employed,40239,37833,0.4,11,0.98,15.9,0,0.23,Debt Consolidation,1
38,38236,Employed,23497,26115,0.65,14,0.77,11.7,4,0.23,Debt Consolidation,0
58,44744,Employed,29283,44471,0.49,16,0.83,32.9,3,0.28,Major Purchase,1
40,29882,Self-Employed,15293,26615,0.6,14,0.92,15.5,1,0.23,Business,1
43,48170,Employed,11471,49494,0.45,12,0.99,16.9,0,0.18,Education,1
39,32679,Employed,10744,19892,0.44,17,0.93,11.5,1,0.15,Education,0
42,28084,Employed,4663,21050,0.64,14,0.82,3.2,3,0.13,Major Purchase,1
28,55788,Employed,13463,57209,0.45,10,0.93,4.6,1,0.18,Education,1
24,54522,Employed,17378,15199,0.49,8,0.78,5.8,4,0.11,Debt Consolidation,1
61,72506,Employed,24078,38632,0.75,14,0.91,42.8,1,0.14,Debt Consolidation,1
31,39515,Employed,7141,29430,0.65,2,0.87,9.8,2,0.13,Education,0
30,60115,Employed,7160,66016,0.5,6,1.0,3.5,0,0.16,Education,0
18,64563,Unemployed,46304,1226,0.75,9,0.86,0.2,2,0.17,Auto,0
34,61229,Employed,28682,15618,0.5,1,0.92,7.2,1,0.14,Debt Consolidation,1
26,32440,Self-Employed,8142,9126,0.39,6,0.99,7.0,0,0.09,Major Purchase,0
61,52821,Employed,31865,20702,0.73,8,0.81,31.3,3,0.19,Education,1
54,58810,Employed,22405,19886,0.26,13,0.94,31.9,1,0.13,Education,1
33,49197,Employed,24254,34839,0.31,2,1.0,9.6,0,0.2,Debt Consolidation,1
69,17270,Retired,7308,18353,0.65,5,0.98,7.5,0,0.23,Major Purchase,0
53,53116,Self-Employed,10326,40600,0.32,6,0.88,4.9,2,0.14,Education,0
38,148192,Employed,38510,36228,0.34,4,0.88,1.9,2,0.09,Education,1
18,40944,Employed,20529,42437,0.56,7,0.82,0.6,3,0.24,Major Purchase,0
69,34062,Employed,25527,25834,0.73,4,0.86,13.1,2,0.27,Major Purchase,0
25,59081,Employed,36483,15523,0.34,9,0.83,5.4,3,0.18,Debt Consolidation,1
22,57307,Employed,17086,24871,0.42,10,1.0,3.1,0,0.12,Major Purchase,0
54,88997,Employed,42313,84365,0.39,18,0.88,12.1,2,0.23,Auto,1
71,26135,Employed,10494,23174,0.46,16,0.93,10.2,1,0.2,Debt Consolidation,0
58,70663,Employed,21466,48891,0.34,5,0.83,5.0,3,0.16,Debt Consolidation,1
48,65855,Employed,37499,11440,0.48,8,0.88,22.4,2,0.16,Home Improvement,1
49,45657,Employed,16390,44010,0.43,14,0.98,14.5,0,0.2,Education,1
52,58066,Unemployed,18921,21429,0.84,5,0.71,11.7,5,0.12,Auto,0
51,82020,Employed,41860,75943,0.39,8,0.99,28.4,0,0.23,Debt Consolidation,1
45,75823,Employed,33945,58920,0.35,6,0.83,16.4,3,0.2,Business,1
43,27680,Employed,19760,8774,0.4,16,0.83,13.4,3,0.21,Business,0
41,73871,Unemployed,41506,18825,0.78,4,0.71,17.4,5,0.17,Education,0
32,47460,Self-Employed,4243,7455,0.37,12,0.83,11.6,3,0.04,Major Purchase,1
38,50839,Unemployed,31091,14760,0.53,11,0.57,14.0,8,0.18,Business,1
21,50848,Employed,4666,9630,0.32,3,0.93,1.9,1,0.04,Debt Consolidation,1
40,45473,Employed,18321,33670,0.69,12,0.87,9.0,2,0.19,Auto,0
30,88952,Employed,20411,63915,0.38,14,0.73,9.5,5,0.14,Major Purchase,0
28,47011,Self-Employed,19404,33067,0.43,5,0.93,5.7,1,0.18,Debt Consolidation,1
44,28007,Employed,15632,21572,0.55,6,0.92,18.6,1,0.23,Major Purchase,0
58,40264,Employed,12732,39367,0.4,19,0.88,35.7,2,0.19,Debt Consolidation,1
53,53602,Self-Employed,2974,58761,0.25,18,0.99,32.1,0,0.14,Home Improvement,1
23,90636,Employed,59862,25056,0.61,7,0.92,2.1,1,0.19,Auto,1
30,66273,Employed,44629,46743,0.44,11,0.88,3.1,2,0.25,Auto,1
53,32039,Employed,2258,3011,0.49,5,1.0,9.9,0,0.03,Auto,1
30,169837,Employed,20494,18021,0.17,9,0.94,9.3,1,0.04,Home Improvement,1
39,55959,Employed,43202,43938,0.65,3,0.82,8.4,3,0.28,Education,0
48,92753,Employed,14528,54157,0.35,8,1.0,6.0,0,0.11,Education,1
30,45439,Employed,20137,41348,0.51,6,0.82,2.1,3,0.22,Home Improvement,1
43,64002,Employed,23178,32692,0.38,4,0.88,8.9,2,0.15,Education,1
25,74587,Employed,52827,11420,0.31,12,0.93,1.8,1,0.19,Business,1
34,90138,Employed,69407,94325,0.25,12,0.89,3.3,2,0.31,Debt Consolidation,1
45,83173,Employed,61589,8272,0.43,16,0.99,18.8,0,0.19,Home Improvement,1
22,75818,Employed,32432,17192,0.56,10,0.77,1.1,4,0.13,Debt Consolidation,0
47,41875,Employed,16202,13918,0.36,14,0.88,4.3,2,0.13,Education,1
41,36832,Employed,14101,43989,0.79,13,0.81,19.6,3,0.24,Debt Consolidation,0
48,57890,Employed,34635,28958,0.45,9,0.83,25.5,3,0.2,Home Improvement,1
44,78163,Self-Employed,17238,47057,0.6,7,0.92,9.2,1,0.13,Debt Consolidation,0
58,43854,Employed,12179,40504,0.65,12,0.82,4.4,3,0.18,Debt Consolidation,0
43,83498,Self-Employed,31793,63766,0.4,5,0.88,17.9,2,0.18,Home Improvement,1
36,101347,Employed,9004,102330,0.38,2,0.98,7.1,0,0.14,Home Improvement,0
43,31003,Employed,17158,18096,0.63,4,0.92,2.1,1,0.2,Home Improvement,1
48,32258,Employed,22116,37632,0.65,2,0.92,5.6,1,0.3,Debt Consolidation,1
42,45698,Employed,21511,43694,0.73,3,0.86,4.2,2,0.23,Major Purchase,1
42,57171,Employed,21976,27535,0.65,12,0.82,14.5,3,0.15,Debt Consolidation,0
33,37711,Employed,3242,17253,0.59,3,0.92,13.6,1,0.08,Business,0
34,96384,Unemployed,3488,107504,0.76,4,0.56,12.9,8,0.14,Auto,0
25,60598,Employed,18896,49768,0.59,6,0.82,4.3,3,0.17,Debt Consolidation,0
62,49997,Employed,6616,37283,0.44,12,0.83,19.2,3,0.12,Home Improvement,1
27,23909,Self-Employed,19027,21742,0.44,3,0.88,5.9,2,0.3,Major Purchase,0
33,25389,Employed,1023,17086,0.56,10,0.92,7.2,1,0.09,Education,1
33,56415,Self-Employed,36105,10775,0.31,14,0.99,4.4,0,0.18,Debt Consolidation,0
52,16876,Employed,3943,6464,0.46,1,0.83,23.4,3,0.1,Home Improvement,0
38,81333,Unemployed,32027,54454,0.98,17,0.8,17.6,3,0.17,Home Improvement,1
56,45293,Employed,13591,987,0.56,16,0.82,14.8,3,0.07,Business,1
33,200000,Employed,5726,65602,0.16,9,0.99,12.8,0,0.05,Business,1
45,155431,Employed,5133,113370,0.26,9,0.94,12.2,1,0.1,Debt Consolidation,1
31,44769,Employed,1744,8822,0.41,11,0.93,5.8,1,0.03,Debt Consolidation,1
67,46482,Retired,21561,3600,0.37,9,0.93,2.4,1,0.12,Debt Consolidation,1
27,80643,Employed,30813,80903,0.54,12,0.99,6.6,0,0.21,Major Purchase,1
45,114873,Employed,91105,85089,0.26,9,0.89,22.0,2,0.28,Education,1
49,21611,Employed,6940,4579,0.69,15,0.77,20.9,4,0.1,Business,0
46,20066,Self-Employed,1049,19415,0.94,2,0.9,5.1,1,0.13,Home Improvement,0
39,35917,Employed,24196,28365,0.86,11,0.81,3.1,3,0.26,Auto,1
40,65602,Employed,7217,26302,0.57,11,0.92,13.0,1,0.07,Debt Consolidation,1
42,62845,Employed,20433,28370,0.4,8,0.93,10.2,1,0.13,Business,1
40,83690,Employed,11934,15655,0.25,6,0.89,10.0,2,0.06,Home Improvement,1
53,26907,Employed,8868,26968,0.4,7,0.78,33.9,4,0.2,Business,1
68,15397,Employed,4889,9404,0.67,3,0.92,36.5,1,0.15,Debt Consolidation,1
35,75282,Self-Employed,41719,50319,0.27,8,0.94,7.6,1,0.21,Education,1
25,32399,Employed,12589,34348,0.64,2,0.92,1.1,1,0.22,Home Improvement,1
40,17867,Self-Employed,10979,339,0.64,17,0.98,1.7,0,0.15,Debt Consolidation,0
72,52708,Retired,25019,4232,0.94,11,0.7,37.3,5,0.12,Home Improvement,0
32,72881,Employed,55927,14131,0.89,2,0.86,11.9,2,0.21,Education,1
61,46118,Employed,20739,1662,0.39,19,0.78,30.7,4,0.11,Debt Consolidation,1
62,38990,Employed,26589,30793,0.72,7,0.86,18.5,2,0.26,Debt Consolidation,0
35,45266,Employed,12093,34431,0.67,15,0.87,1.5,2,0.16,Home Improvement,0
48,40729,Employed,7261,10302,0.45,18,1.0,29.1,0,0.07,Debt Consolidation,1
61,24983,Employed,19698,4479,0.72,8,0.86,42.4,2,0.21,Home Improvement,1
37,34291,Employed,20840,5994,0.62,14,0.92,10.9,1,0.17,Home Improvement,1
39,63617,Employed,48940,72770,0.55,7,0.82,2.4,3,0.32,Debt Consolidation,0
35,57574,Self-Employed,24792,47912,0.77,12,0.81,9.7,3,0.2,Debt Consolidation,1
29,53318,Employed,21650,37456,0.54,5,0.98,9.9,0,0.18,Business,1
34,29804,Employed,9808,11533,0.49,12,0.83,11.2,3,0.13,Debt Consolidation,0
27,44767,Employed,22027,23263,0.47,11,0.78,6.8,4,0.18,Education,0
42,16505,Employed,6304,1770,0.63,4,0.82,3.0,3,0.1,Home Improvement,0
32,53596,Employed,19309,64196,0.51,1,0.87,2.4,2,0.23,Major Purchase,1
44,100150,Employed,73381,90746,0.69,5,0.99,4.2,0,0.28,Debt Consolidation,1
23,23457,Employed,7810,17492,0.58,9,0.92,4.6,1,0.17,Business,0
45,36571,Employed,16228,25794,0.49,13,0.83,14.7,3,0.19,Home Improvement,0
52,57788,Employed,36225,34971,0.59,18,0.87,27.1,2,0.22,Debt Consolidation,0
18,91713,Unemployed,27187,28331,0.76,4,0.51,0.2,9,0.11,Debt Consolidation,0
46,39178,Employed,5241,10643,0.34,9,0.98,26.0,0,0.06,Home Improvement,1
56,34678,Employed,20493,22867,0.33,4,0.93,31.4,1,0.22,Debt Consolidation,1
27,18316,Self-Employed,11729,1542,0.58,5,0.92,2.8,1,0.16,Home Improvement,1
62,51622,Employed,13549,4613,0.4,8,0.93,38.6,1,0.07,Business,1
47,136085,Self-Employed,39013,84122,0.45,1,0.88,8.4,2,0.14,Home Improvement,1
33,56312,Employed,43587,62155,0.37,1,1.0,3.9,0,0.32,Home Improvement,1
41,48477,Unemployed,25347,53185,0.75,9,0.91,6.8,1,0.26,Auto,1
48,57586,Employed,38208,748,0.28,13,0.94,27.4,1,0.16,Auto,0
